"spp","site","ind","plot","year","budburst","leafout","budset","risk","Plot","provenance.lat","provenance.long"
"SAMRAC","HF","B","10",2018,58,124,NA,66,NA,42.531705,-72.18992
"SAMRAC","HF","A","13",2018,58,124,NA,66,NA,42.531705,-72.18992
"SAMRAC","HF","B","13",2018,58,124,277,66,NA,42.531705,-72.18992
"SAMRAC","GR","8","13",2018,58,121,NA,63,NA,44.794942,-71.146683
"SAMRAC","GR","4","10",2018,64,124,NA,60,NA,44.794942,-71.146683
"SAMRAC","GR","2","7",2018,82,121,NA,39,NA,44.794942,-71.146683
"DIELON","WM","1A","13",2018,86,121,NA,35,NA,44.112337,-71.230138
"SAMRAC","HF","C","13",2018,86,124,NA,38,NA,42.531705,-72.18992
"SAMRAC","HF","D","13",2018,86,124,NA,38,NA,42.531705,-72.18992
"SPIALB","GR","12","4",2018,89,121,NA,32,NA,44.794942,-71.146683
"SPIALB","SH","4B","4",2018,89,124,NA,35,NA,45.932675,-74.02507
"SPIALB","GR","12A","8",2018,89,121,NA,32,NA,44.794942,-71.146683
"SPIALB","SH","7B","8",2018,89,121,NA,32,NA,45.932675,-74.02507
"AMECAN","WM","1","2",2018,93,124,NA,31,NA,44.112337,-71.230138
"AMECAN","GR","10A","3",2018,93,124,NA,31,NA,44.794942,-71.146683
"SPITOM","WM","5A","4",2018,93,124,NA,31,NA,44.112337,-71.230138
"SPIALB","SH","9A","4",2018,93,121,NA,28,NA,45.932675,-74.02507
"SPITOM","WM","5B","4",2018,93,124,NA,31,NA,44.112337,-71.230138
"SPIALB","HF","1","4",2018,93,121,NA,28,NA,42.531705,-72.18992
"SPIALB","WM","2B","4",2018,93,124,NA,31,NA,44.112337,-71.230138
"SPITOM","SH","99","4",2018,93,124,NA,31,NA,45.932675,-74.02507
"SPIALB","HF","4A","4",2018,93,124,NA,31,NA,42.531705,-72.18992
"SPIALB","SH","8","4",2018,93,121,NA,28,NA,45.932675,-74.02507
"SPIALB","GR","3","4",2018,93,124,NA,31,NA,44.794942,-71.146683
"SPIALB","SH","4A","4",2018,93,121,NA,28,NA,45.932675,-74.02507
"SPIALB","SH","7","4",2018,93,121,NA,28,NA,45.932675,-74.02507
"SPIALB","GR","7","4",2018,93,124,NA,31,NA,44.794942,-71.146683
"SPIALB","WM","7A","4",2018,93,124,NA,31,NA,44.112337,-71.230138
"SPIALB","HF","8","4",2018,93,124,NA,31,NA,42.531705,-72.18992
"SPITOM","WM","5D","4",2018,93,124,NA,31,NA,44.112337,-71.230138
"SPIALB","SH","1","4",2018,93,124,NA,31,NA,45.932675,-74.02507
"SPIALB","WM","7B","4",2018,93,121,NA,28,NA,44.112337,-71.230138
"SPIALB","SH","9B","4",2018,93,121,NA,28,NA,45.932675,-74.02507
"DIELON","HF","1B","7",2018,93,121,268,28,NA,42.531705,-72.18992
"SPIALB","WM","7A","8",2018,93,121,NA,28,NA,44.112337,-71.230138
"SPITOM","WM","4A","8",2018,93,124,NA,31,NA,44.112337,-71.230138
"SPITOM","GR","2C","8",2018,93,124,NA,31,NA,44.794942,-71.146683
"SPITOM","HF","4","8",2018,93,124,NA,31,NA,42.531705,-72.18992
"SPIALB","WM","7B","8",2018,93,128,NA,35,NA,44.112337,-71.230138
"SPITOM","GR","2D","8",2018,93,131,NA,38,NA,44.794942,-71.146683
"SPITOM","GR","2E","8",2018,93,131,NA,38,NA,44.794942,-71.146683
"SPITOM","WM","5","8",2018,93,124,NA,31,NA,44.112337,-71.230138
"SPIALB","GR","12B","8",2018,93,124,NA,31,NA,44.794942,-71.146683
"SPIALB","HF","2","8",2018,93,124,NA,31,NA,42.531705,-72.18992
"VIBCAS","WM","9B","8",2018,93,124,NA,31,NA,44.112337,-71.230138
"SPIALB","GR","9","8",2018,93,121,NA,28,NA,44.794942,-71.146683
"SPIALB","HF","4A","11",2018,93,124,NA,31,NA,42.531705,-72.18992
"SPIALB","WM","4A","11",2018,93,121,NA,28,NA,44.112337,-71.230138
"SPIALB","WM","4B","11",2018,93,121,NA,28,NA,44.112337,-71.230138
"SPIALB","WM","4C","11",2018,93,121,NA,28,NA,44.112337,-71.230138
"SPIALB","HF","4B","11",2018,93,124,NA,31,NA,42.531705,-72.18992
"DIELON","SH","2B","13",2018,93,121,NA,28,NA,45.932675,-74.02507
"AMECAN","GR","10","2",2018,96,124,NA,28,NA,44.794942,-71.146683
"AMECAN","GR","10B","3",2018,96,124,NA,28,NA,44.794942,-71.146683
"SPIALB","WM","2A","4",2018,96,124,NA,28,NA,44.112337,-71.230138
"SPITOM","SH","9","4",2018,96,124,NA,28,NA,45.932675,-74.02507
"SPITOM","WM","5C","4",2018,96,124,NA,28,NA,44.112337,-71.230138
"AROMEL","WM","15","4",2018,96,124,NA,28,NA,44.112337,-71.230138
"SPITOM","WM","5E","4",2018,96,124,NA,28,NA,44.112337,-71.230138
"BETPAP","GR","8","5",2018,96,135,253,39,NA,44.794942,-71.146683
"AMECAN","SH","4","5",2018,96,124,NA,28,NA,45.932675,-74.02507
"SAMRAC","GR","7A","7",2018,96,121,NA,25,NA,44.794942,-71.146683
"SORAME","GR","9A","7",2018,96,131,NA,35,NA,44.794942,-71.146683
"AROMEL","HF","10","8",2018,96,124,NA,28,NA,42.531705,-72.18992
"AROMEL","WM","7","8",2018,96,124,NA,28,NA,44.112337,-71.230138
"VIBCAS","GR","12A","8",2018,96,124,NA,28,NA,44.794942,-71.146683
"SPITOM","GR","2B","8",2018,96,131,NA,35,NA,44.794942,-71.146683
"VIBCAS","SH","5C","8",2018,96,124,NA,28,NA,45.932675,-74.02507
"SPIALB","GR","5","8",2018,96,124,NA,28,NA,44.794942,-71.146683
"SPIALB","GR","3","8",2018,96,121,NA,25,NA,44.794942,-71.146683
"SPITOM","WM","4B","8",2018,96,124,NA,28,NA,44.112337,-71.230138
"SPIALB","SH","7A","8",2018,96,121,NA,25,NA,45.932675,-74.02507
"VIBCAS","WM","9A","8",2018,96,124,NA,28,NA,44.112337,-71.230138
"VIBCAS","SH","1B","8",2018,96,128,NA,32,NA,45.932675,-74.02507
"SPIALB","HF","3","8",2018,96,121,NA,25,NA,42.531705,-72.18992
"SPITOM","HF","9B","8",2018,96,124,NA,28,NA,42.531705,-72.18992
"SPIALB","HF","10","11",2018,96,124,NA,28,NA,42.531705,-72.18992
"VIBCAS","WM","4","11",2018,96,124,NA,28,NA,44.112337,-71.230138
"SPITOM","SH","99F","11",2018,96,124,NA,28,NA,45.932675,-74.02507
"AROMEL","WM","5","11",2018,96,124,NA,28,NA,44.112337,-71.230138
"VIBCAS","SH","9","11",2018,96,124,NA,28,NA,45.932675,-74.02507
"VIBCAS","WM","10","11",2018,96,121,NA,25,NA,44.112337,-71.230138
"BETALL","WM","8B","12",2018,96,138,268,42,NA,44.112337,-71.230138
"BETPAP","GR","5A","2",2018,100,124,263,24,NA,44.794942,-71.146683
"ALNINC","WM","5A","2",2018,100,124,263,24,NA,44.112337,-71.230138
"VIBCAS","SH","1","4",2018,100,121,NA,21,NA,45.932675,-74.02507
"AROMEL","WM","2","4",2018,100,124,NA,24,NA,44.112337,-71.230138
"VIBCAS","GR","12B","4",2018,100,124,NA,24,NA,44.794942,-71.146683
"BETPAP","HF","16A","6",2018,100,124,274,24,NA,42.531705,-72.18992
"DIELON","HF","4","7",2018,100,124,NA,24,NA,42.531705,-72.18992
"AROMEL","HF","4","8",2018,100,124,NA,24,NA,42.531705,-72.18992
"SPITOM","HF","9A","8",2018,100,121,NA,21,NA,42.531705,-72.18992
"SPITOM","HF","6B","8",2018,100,124,NA,24,NA,42.531705,-72.18992
"SPITOM","GR","1A","11",2018,100,124,NA,24,NA,44.794942,-71.146683
"SPITOM","GR","1B","11",2018,100,124,NA,24,NA,44.794942,-71.146683
"BETPAP","GR","5","1",2018,103,184,274,81,NA,44.794942,-71.146683
"ALNINC","SH","1","1",2018,103,124,277,21,NA,45.932675,-74.02507
"BETPAP","SH","1A","1",2018,103,128,263,25,NA,45.932675,-74.02507
"BETPOP","WM","7","1",2018,103,124,268,21,NA,44.112337,-71.230138
"ALNINC","WM","2B","1",2018,103,124,288,21,NA,44.112337,-71.230138
"BETPAP","HF","16","2",2018,103,124,263,21,NA,42.531705,-72.18992
"BETPOP","HF","5","2",2018,103,124,263,21,NA,42.531705,-72.18992
"ACEPEN","WM","5","2",2018,103,131,260,28,NA,44.112337,-71.230138
"BETPAP","GR","5B","2",2018,103,138,NA,35,NA,44.794942,-71.146683
"ALNINC","GR","11A","3",2018,103,124,274,21,NA,44.794942,-71.146683
"BETALL","SH","4","3",2018,103,131,263,28,NA,45.932675,-74.02507
"BETPOP","GR","5A","3",2018,103,124,263,21,NA,44.794942,-71.146683
"BETPAP","GR","8","3",2018,103,124,268,21,NA,44.794942,-71.146683
"ALNINC","GR","11B","3",2018,103,124,274,21,NA,44.794942,-71.146683
"VIBCAS","GR","9","4",2018,103,121,NA,18,NA,44.794942,-71.146683
"VIBCAS","WM","4","4",2018,103,124,NA,21,NA,44.112337,-71.230138
"VIBCAS","GR","12A","4",2018,103,124,NA,21,NA,44.794942,-71.146683
"VIBCAS","SH","5","4",2018,103,124,NA,21,NA,45.932675,-74.02507
"VIBCAS","GR","10","4",2018,103,124,NA,21,NA,44.794942,-71.146683
"BETALL","WM","8A","5",2018,103,131,256,28,NA,44.112337,-71.230138
"AMECAN","GR","10A","5",2018,103,124,NA,21,NA,44.794942,-71.146683
"ALNINC","GR","1","5",2018,103,128,268,25,NA,44.794942,-71.146683
"QUERUB","HF","9","5",2018,103,124,NA,21,NA,42.531705,-72.18992
"AMECAN","GR","10B","5",2018,103,124,NA,21,NA,44.794942,-71.146683
"ACEPEN","WM","5","5",2018,103,131,NA,28,NA,44.112337,-71.230138
"BETPOP","GR","3","6",2018,103,124,268,21,NA,44.794942,-71.146683
"AMECAN","SH","4","6",2018,103,124,NA,21,NA,45.932675,-74.02507
"BETPAP","HF","16B","6",2018,103,124,274,21,NA,42.531705,-72.18992
"AMECAN","GR","10","6",2018,103,124,NA,21,NA,44.794942,-71.146683
"SORAME","GR","9C","7",2018,103,135,NA,32,NA,44.794942,-71.146683
"SORAME","GR","9D","7",2018,103,NA,NA,NA,NA,44.794942,-71.146683
"ACESPI","GR","4","7",2018,103,124,NA,21,NA,44.794942,-71.146683
"SORAME","GR","9B","7",2018,103,131,NA,28,NA,44.794942,-71.146683
"ACESPI","WM","1","7",2018,103,124,NA,21,NA,44.112337,-71.230138
"VIBCAS","SH","1A","8",2018,103,121,NA,18,NA,45.932675,-74.02507
"VIBCAS","SH","5B","8",2018,103,124,NA,21,NA,45.932675,-74.02507
"VIBCAS","GR","12B","8",2018,103,121,NA,18,NA,44.794942,-71.146683
"SPITOM","HF","13","8",2018,103,124,NA,21,NA,42.531705,-72.18992
"SPITOM","GR","1","8",2018,103,124,NA,21,NA,44.794942,-71.146683
"ALNINC","SH","8","9",2018,103,124,263,21,NA,45.932675,-74.02507
"BETPOP","WM","7","9",2018,103,124,268,21,NA,44.112337,-71.230138
"BETALL","WM","8","9",2018,103,131,239,28,NA,44.112337,-71.230138
"BETALL","SH","4A","9",2018,103,124,239,21,NA,45.932675,-74.02507
"ACESPI","GR","4","10",2018,103,124,NA,21,NA,44.794942,-71.146683
"SORAME","GR","9B","10",2018,103,131,225,28,NA,44.794942,-71.146683
"MYRGAL","WM","6B","11",2018,103,124,NA,21,NA,44.112337,-71.230138
"SPITOM","SH","99B","11",2018,103,124,NA,21,NA,45.932675,-74.02507
"SPITOM","SH","99C","11",2018,103,124,NA,21,NA,45.932675,-74.02507
"SPITOM","SH","99E","11",2018,103,124,NA,21,NA,45.932675,-74.02507
"VIBCAS","GR","10","11",2018,103,121,NA,18,NA,44.794942,-71.146683
"DIELON","HF","2A","13",2018,103,142,NA,39,NA,42.531705,-72.18992
"DIELON","GR","8","13",2018,103,124,NA,21,NA,44.794942,-71.146683
"DIELON","HF","2C","13",2018,103,135,NA,32,NA,42.531705,-72.18992
"DIELON","WM","1B","13",2018,103,124,NA,21,NA,44.112337,-71.230138
"BETALL","GR","13","15",2018,103,131,253,28,NA,44.794942,-71.146683
"BETPOP","WM","9","15",2018,103,124,263,21,NA,44.112337,-71.230138
"AMECAN","SH","3","15",2018,103,124,NA,21,NA,45.932675,-74.02507
"ALNINC","GR","11","15",2018,103,124,268,21,NA,44.794942,-71.146683
"BETPOP","WM","7","15",2018,103,124,268,21,NA,44.112337,-71.230138
"BETPOP","WM","8","15",2018,103,124,268,21,NA,44.112337,-71.230138
"ALNINC","GR","11","1",2018,107,124,274,17,NA,44.794942,-71.146683
"ALNINC","WM","2A","1",2018,107,124,270,17,NA,44.112337,-71.230138
"BETPAP","SH","1B","1",2018,107,124,263,17,NA,45.932675,-74.02507
"ALNINC","SH","4","2",2018,107,124,260,17,NA,45.932675,-74.02507
"BETPOP","HF","1","2",2018,107,124,268,17,NA,42.531705,-72.18992
"ALNINC","GR","1","3",2018,107,124,274,17,NA,44.794942,-71.146683
"ALNINC","GR","8","3",2018,107,124,274,17,NA,44.794942,-71.146683
"ALNINC","GR","8B","5",2018,107,124,268,17,NA,44.794942,-71.146683
"BETPAP","HF","16","5",2018,107,124,268,17,NA,42.531705,-72.18992
"ALNINC","SH","6","5",2018,107,124,NA,17,NA,45.932675,-74.02507
"BETPOP","HF","3A","6",2018,107,124,263,17,NA,42.531705,-72.18992
"DIELON","GR","5B","7",2018,107,121,NA,14,NA,44.794942,-71.146683
"DIELON","SH","4","7",2018,107,124,NA,17,NA,45.932675,-74.02507
"DIELON","GR","5C","7",2018,107,124,NA,17,NA,44.794942,-71.146683
"SPITOM","HF","6A","8",2018,107,NA,NA,NA,NA,42.531705,-72.18992
"BETALL","SH","4B","9",2018,107,131,239,24,NA,45.932675,-74.02507
"SPITOM","SH","99D","11",2018,107,124,NA,17,NA,45.932675,-74.02507
"BETPOP","WM","7","2",2018,110,124,274,14,NA,44.112337,-71.230138
"ALNINC","HF","9","2",2018,110,128,NA,18,NA,42.531705,-72.18992
"BETPAP","HF","16","3",2018,110,124,270,14,NA,42.531705,-72.18992
"BETPOP","WM","7","3",2018,110,124,268,14,NA,44.112337,-71.230138
"BETALL","WM","8B","5",2018,110,128,268,18,NA,44.112337,-71.230138
"BETPOP","GR","5","6",2018,110,124,268,14,NA,44.794942,-71.146683
"BETPAP","GR","8","6",2018,110,131,246,21,NA,44.794942,-71.146683
"BETPOP","HF","3B","6",2018,110,124,263,14,NA,42.531705,-72.18992
"ALNINC","HF","5","6",2018,110,128,239,18,NA,42.531705,-72.18992
"BETALL","SH","5","6",2018,110,131,263,21,NA,45.932675,-74.02507
"BETPOP","HF","5","6",2018,110,124,270,14,NA,42.531705,-72.18992
"BETALL","SH","2","6",2018,110,124,263,14,NA,45.932675,-74.02507
"AMECAN","SH","2","6",2018,110,131,NA,21,NA,45.932675,-74.02507
"BETPOP","WM","7","6",2018,110,124,268,14,NA,44.112337,-71.230138
"DIELON","WM",NA,"7",2018,110,124,NA,14,NA,44.112337,-71.230138
"DIELON","GR","5A","7",2018,110,NA,NA,NA,NA,44.794942,-71.146683
"SORAME","SH","3","7",2018,110,131,NA,21,NA,45.932675,-74.02507
"DIELON","HF","3","7",2018,110,121,NA,11,NA,42.531705,-72.18992
"DIELON","HF","2","7",2018,110,128,NA,18,NA,42.531705,-72.18992
"ACESPI","SH","2","7",2018,110,138,NA,28,NA,45.932675,-74.02507
"SAMRAC","GR","7B","7",2018,110,124,NA,14,NA,44.794942,-71.146683
"VIBCAS","SH","5A","8",2018,110,124,NA,14,NA,45.932675,-74.02507
"VIBCAS","GR","5","8",2018,110,128,NA,18,NA,44.794942,-71.146683
"MYRGAL","WM","6B","8",2018,110,124,NA,14,NA,44.112337,-71.230138
"BETALL","SH","9","9",2018,110,128,239,18,NA,45.932675,-74.02507
"ALNINC","HF","9","9",2018,110,128,268,18,NA,42.531705,-72.18992
"DIELON","SH","4","10",2018,110,135,NA,25,NA,45.932675,-74.02507
"SPIALB","WM","5","11",2018,110,124,NA,14,NA,44.112337,-71.230138
"VIBCAS","WM","9A","11",2018,110,124,NA,14,NA,44.112337,-71.230138
"VIBCAS","WM","9B","11",2018,110,124,NA,14,NA,44.112337,-71.230138
"ALNINC","SH","1","12",2018,110,124,263,14,NA,45.932675,-74.02507
"ACEPEN","HF","12","12",2018,110,131,NA,21,NA,42.531705,-72.18992
"BETPOP","GR","5A","12",2018,110,124,268,14,NA,44.794942,-71.146683
"BETPOP","GR","5B","12",2018,110,124,268,14,NA,44.794942,-71.146683
"ALNINC","HF","8","12",2018,110,124,274,14,NA,42.531705,-72.18992
"BETPAP","HF","16","12",2018,110,124,274,14,NA,42.531705,-72.18992
"BETALL","WM","8A","12",2018,110,142,268,32,NA,44.112337,-71.230138
"BETPAP","GR","8","12",2018,110,124,263,14,NA,44.794942,-71.146683
"SORAME","SH","1A","13",2018,110,131,NA,21,NA,45.932675,-74.02507
"SORAME","SH","1B","13",2018,110,131,NA,21,NA,45.932675,-74.02507
"DIELON","SH","2A","13",2018,110,124,NA,14,NA,45.932675,-74.02507
"DIELON","WM","1C","13",2018,110,124,NA,14,NA,44.112337,-71.230138
"ALNINC","SH","4","15",2018,110,124,274,14,NA,45.932675,-74.02507
"ALNINC","HF","9","15",2018,110,121,246,11,NA,42.531705,-72.18992
"BETALL","WM","8","1",2018,114,138,277,24,NA,44.112337,-71.230138
"BETPOP","HF","3","1",2018,114,124,260,10,NA,42.531705,-72.18992
"BETALL","GR","13","1",2018,114,128,268,14,NA,44.794942,-71.146683
"ALNINC","WM","5","1",2018,114,124,281,10,NA,44.112337,-71.230138
"ALNINC","WM","1","1",2018,114,124,274,10,NA,44.112337,-71.230138
"ALNINC","HF","2","1",2018,114,124,NA,10,NA,42.531705,-72.18992
"ALNINC","HF","1","1",2018,114,128,NA,14,NA,42.531705,-72.18992
"BETALL","GR","12","1",2018,114,124,268,10,NA,44.794942,-71.146683
"BETPOP","GR","5","1",2018,114,124,239,10,NA,44.794942,-71.146683
"BETPOP","GR","5","1",2018,114,124,260,10,NA,44.794942,-71.146683
"ALNINC","SH","5","2",2018,114,124,253,10,NA,45.932675,-74.02507
"BETALL","GR","13","2",2018,114,128,263,14,NA,44.794942,-71.146683
"ALNINC","WM","5B","2",2018,114,128,253,14,NA,44.112337,-71.230138
"BETALL","GR","9","3",2018,114,128,263,14,NA,44.794942,-71.146683
"BETALL","GR","12","3",2018,114,124,281,10,NA,44.794942,-71.146683
"ALNINC","SH","5","3",2018,114,124,274,10,NA,45.932675,-74.02507
"BETALL","GR","1","3",2018,114,128,253,14,NA,44.794942,-71.146683
"BETPOP","HF","1","3",2018,114,124,270,10,NA,42.531705,-72.18992
"BETPOP","GR","5B","3",2018,114,124,260,10,NA,44.794942,-71.146683
"BETPOPX","X",NA,"3",2018,114,124,268,10,NA,NA,NA
"MYRGAL","SH","1A","4",2018,114,124,NA,10,NA,45.932675,-74.02507
"MYRGAL","SH","2A","4",2018,114,124,NA,10,NA,45.932675,-74.02507
"MYRGAL","SH","1B","4",2018,114,NA,NA,NA,NA,45.932675,-74.02507
"MYRGAL","WM","6A","4",2018,114,131,NA,17,NA,44.112337,-71.230138
"MYRGAL","WM","6B","4",2018,114,124,NA,10,NA,44.112337,-71.230138
"MYRGAL","GR","8C","4",2018,114,124,NA,10,NA,44.794942,-71.146683
"MYRGAL","GR","8D","4",2018,114,128,NA,14,NA,44.794942,-71.146683
"BETALL","WM","9","5",2018,114,131,268,17,NA,44.112337,-71.230138
"ALNINC","GR","8A","5",2018,114,124,263,10,NA,44.794942,-71.146683
"QUERUB","HF","99","5",2018,114,131,NA,17,NA,42.531705,-72.18992
"BETALL","SH","9","6",2018,114,131,239,17,NA,45.932675,-74.02507
"ALNINC","HF","9","6",2018,114,124,263,10,NA,42.531705,-72.18992
"MYRGAL","WM","6A","8",2018,114,124,NA,10,NA,44.112337,-71.230138
"VIBCAS","WM","4","8",2018,114,124,NA,10,NA,44.112337,-71.230138
"MYRGAL","SH","1","8",2018,114,124,NA,10,NA,45.932675,-74.02507
"BETALL","WM","9","9",2018,114,124,235,10,NA,44.112337,-71.230138
"BETPOP","HF","4","9",2018,114,124,NA,10,NA,42.531705,-72.18992
"SORAME","SH","3A","10",2018,114,138,221,24,NA,45.932675,-74.02507
"MYRGAL","WM","6A","11",2018,114,124,NA,10,NA,44.112337,-71.230138
"SPITOM","HF","5","11",2018,114,142,NA,28,NA,42.531705,-72.18992
"BETPOP","GR","5C","12",2018,114,124,253,10,NA,44.794942,-71.146683
"VACMYR","WM","5","13",2018,114,131,NA,17,NA,44.112337,-71.230138
"VACMYR","GR","10A","13",2018,114,NA,NA,NA,NA,44.794942,-71.146683
"MYRGAL","GR","8A","4",2018,116,131,NA,15,NA,44.794942,-71.146683
"MYRGAL","GR","8B","4",2018,116,131,NA,15,NA,44.794942,-71.146683
"MYRGAL","SH","2B","4",2018,116,124,NA,8,NA,45.932675,-74.02507
"MYRGAL","SH","2","8",2018,116,124,NA,8,NA,45.932675,-74.02507
"QUERUB","WM","9","9",2018,116,138,232,22,NA,44.112337,-71.230138
"SORAME","SH","3B","10",2018,124,131,NA,7,NA,45.932675,-74.02507
"SPITOM","HF","6","11",2018,135,NA,NA,NA,NA,42.531705,-72.18992
"DIELON","HF","1A","7",2018,NA,121,NA,NA,NA,42.531705,-72.18992
"SAMRAC","GR","4","7",2018,NA,121,NA,NA,NA,44.794942,-71.146683
"SPIALB","WM","2B","11",2018,NA,124,NA,NA,NA,44.112337,-71.230138
"AROMEL","WM","5","4",2018,NA,135,NA,NA,NA,44.112337,-71.230138
"BETALL","SH","5","9",2018,NA,135,232,NA,NA,45.932675,-74.02507
"BETPAP","GR","9","9",2018,NA,135,NA,NA,NA,44.794942,-71.146683
"DIELON","SH","12","10",2018,NA,135,NA,NA,NA,45.932675,-74.02507
"DIELON","HF","1","10",2018,NA,135,NA,NA,NA,42.531705,-72.18992
"AROMEL","HF","8A","11",2018,NA,135,NA,NA,NA,42.531705,-72.18992
"AROMEL","HF","12","11",2018,NA,135,NA,NA,NA,42.531705,-72.18992
"DIELON","HF","2B","13",2018,NA,135,NA,NA,NA,42.531705,-72.18992
"VACMYR","GR","10C","13",2018,NA,135,NA,NA,NA,44.794942,-71.146683
"SORAME","SH","3","13",2018,NA,135,NA,NA,NA,45.932675,-74.02507
"DIELON","SH","4","13",2018,NA,135,NA,NA,NA,45.932675,-74.02507
"BETALL","GR","14","15",2018,NA,135,225,NA,NA,44.794942,-71.146683
"BETALL","GR","14","15",2018,NA,135,228,NA,NA,44.794942,-71.146683
"BETALL","GR","14","15",2018,NA,135,232,NA,NA,44.794942,-71.146683
"MYRGAL","WM","6","14",2018,NA,135,NA,NA,NA,44.112337,-71.230138
"VIBCAS","WM","7","14",2018,NA,135,NA,NA,NA,44.112337,-71.230138
"SAMRAC","GR","4A","14",2018,NA,135,NA,NA,NA,44.794942,-71.146683
"AROMEL","WM","2","14",2018,NA,135,NA,NA,NA,44.112337,-71.230138
"VIBCAS","HF","7A","14",2018,NA,135,NA,NA,NA,42.531705,-72.18992
"VIBCAS","GR","3","14",2018,NA,135,NA,NA,NA,44.794942,-71.146683
"AROMEL","HF","13","14",2018,NA,135,NA,NA,NA,42.531705,-72.18992
"DIELON","GR","6","14",2018,NA,135,NA,NA,NA,44.794942,-71.146683
"DIELON","GR","2","14",2018,NA,135,NA,NA,NA,44.794942,-71.146683
"AROMEL","HF","12","14",2018,NA,135,NA,NA,NA,42.531705,-72.18992
"MYRGAL","SH","99","14",2018,NA,135,NA,NA,NA,45.932675,-74.02507
"SORAME","GR","9A","10",2018,NA,138,263,NA,NA,44.794942,-71.146683
"AROMEL","HF","8B","11",2018,NA,138,NA,NA,NA,42.531705,-72.18992
"QUEALB","HF","4","15",2018,NA,138,NA,NA,NA,42.531705,-72.18992
"SORAME","SH","3","14",2018,NA,138,NA,NA,NA,45.932675,-74.02507
"SAMRAC","GR","1","10",2018,NA,142,NA,NA,NA,44.794942,-71.146683
"VACMR","GR","10B","13",2018,NA,142,NA,NA,NA,44.794942,-71.146683
"BETPOP","WM","8","16",2018,NA,142,268,NA,NA,44.112337,-71.230138
"QUEALB","HF","4A","16",2018,NA,142,NA,NA,NA,42.531705,-72.18992
"QUEALB","HF","4B","16",2018,NA,142,NA,NA,NA,42.531705,-72.18992
"ALNINC","WM","5A","16",2018,NA,142,NA,NA,NA,44.112337,-71.230138
"ALNINC","GR","8","16",2018,NA,142,246,NA,NA,44.794942,-71.146683
"BETPOP","GR","3","16",2018,NA,142,NA,NA,NA,44.794942,-71.146683
"ALNINC","SH","3","16",2018,NA,142,274,NA,NA,45.932675,-74.02507
"BETALL","SH","7","16",2018,NA,142,239,NA,NA,45.932675,-74.02507
"ALNINC","HF","1","16",2018,NA,142,263,NA,NA,42.531705,-72.18992
"BETALL","GR","14","16",2018,NA,142,225,NA,NA,44.794942,-71.146683
"ALNINC","WM","5B","16",2018,NA,142,263,NA,NA,44.112337,-71.230138
"BETALL","WM","9","16",2018,NA,142,NA,NA,NA,44.112337,-71.230138
"ACEPEN","HF","12","5",2018,NA,151,NA,NA,NA,42.531705,-72.18992
